#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 4A00278B  20   8   u    0       0          1              0      HT    15    11      0
 4A00278C  20   8   u    0       0          1              1      HT    15    12      0
 4A00278D  20   8   u    0       0          1              2      HT    15    13      0
 4A00278E  20   8   u    0       0          1              3      HT    15    14      0
 4A00280B  20   8   u    0       0          1              4      HT    16    11      0
 4A00280C  20   8   u    0       0          1              5      HT    16    12      0
 4A00280D  20   8   u    0       0          1              6      HT    16    13      0
 4A00280E  20   8   u    0       0          1              7      HT    16    14      0
 4A00288B  20   8   u    0       0          2              0      HT    17    11      0
 4A00288C  20   8   u    0       0          2              1      HT    17    12      0
 4A00288D  20   8   u    0       0          2              2      HT    17    13      0
 4A00288E  20   8   u    0       0          2              3      HT    17    14      0
 4A00290B  20   8   u    0       0          2              4      HT    18    11      0
 4A00290C  20   8   u    0       0          2              5      HT    18    12      0
 4A00290D  20   8   u    0       0          2              6      HT    18    13      0
 4A00290E  20   8   u    0       0          2              7      HT    18    14      0
 4A002D8B  20   8   u    0       0          3              0      HT    27    11      0
 4A002D8C  20   8   u    0       0          3              1      HT    27    12      0
 4A002D8D  20   8   u    0       0          3              2      HT    27    13      0
 4A002D8E  20   8   u    0       0          3              3      HT    27    14      0
 4A002E0B  20   8   u    0       0          3              4      HT    28    11      0
 4A002E0C  20   8   u    0       0          3              5      HT    28    12      0
 4A002E0D  20   8   u    0       0          3              6      HT    28    13      0
 4A002E0E  20   8   u    0       0          3              7      HT    28    14      0
 4A00298B  20   9   u    0       0          0              0      HT    19    11      0
 4A00298C  20   9   u    0       0          0              1      HT    19    12      0
 4A00298D  20   9   u    0       0          0              2      HT    19    13      0
 4A00298E  20   9   u    0       0          0              3      HT    19    14      0
 4A002A0B  20   9   u    0       0          0              4      HT    20    11      0
 4A002A0C  20   9   u    0       0          0              5      HT    20    12      0
 4A002A0D  20   9   u    0       0          0              6      HT    20    13      0
 4A002A0E  20   9   u    0       0          0              7      HT    20    14      0
 4A002A8B  20   9   u    0       0          1              0      HT    21    11      0
 4A002A8C  20   9   u    0       0          1              1      HT    21    12      0
 4A002A8D  20   9   u    0       0          1              2      HT    21    13      0
 4A002A8E  20   9   u    0       0          1              3      HT    21    14      0
 4A002B0B  20   9   u    0       0          1              4      HT    22    11      0
 4A002B0C  20   9   u    0       0          1              5      HT    22    12      0
 4A002B0D  20   9   u    0       0          1              6      HT    22    13      0
 4A002B0E  20   9   u    0       0          1              7      HT    22    14      0
 4A002B8B  20   9   u    0       0          2              0      HT    23    11      0
 4A002B8C  20   9   u    0       0          2              1      HT    23    12      0
 4A002B8D  20   9   u    0       0          2              2      HT    23    13      0
 4A002B8E  20   9   u    0       0          2              3      HT    23    14      0
 4A002C0B  20   9   u    0       0          2              4      HT    24    11      0
 4A002C0C  20   9   u    0       0          2              5      HT    24    12      0
 4A002C0D  20   9   u    0       0          2              6      HT    24    13      0
 4A002C0E  20   9   u    0       0          2              7      HT    24    14      0
 4A002C8B  20   9   u    0       0          3              0      HT    25    11      0
 4A002C8C  20   9   u    0       0          3              1      HT    25    12      0
 4A002C8D  20   9   u    0       0          3              2      HT    25    13      0
 4A002C8E  20   9   u    0       0          3              3      HT    25    14      0
 4A002D0B  20   9   u    0       0          3              4      HT    26    11      0
 4A002D0C  20   9   u    0       0          3              5      HT    26    12      0
 4A002D0D  20   9   u    0       0          3              6      HT    26    13      0
